"tag","condition_verbose","response","node3"
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","They didn't fancy the hot dog when they got there so decided to carry on going and go back to the pizza cart not much difference in carrying on going or doubling back","Pu_f=0"
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","They wanted a hotdog and they went by the shortest route","Pu_f=1"
"t000110","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","He saw the hot dogs and went for the first cart she could see","Su=1"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Changed their mind, they knew the pizza place was further on but went to the hot dogs first and then carried on","Pu_f=0"
"t011100","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","Knew he wanted pizza and went for the shortest route","Pu_f=0"
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","They wanted to take the long route because they are sporty","C=1"
"t000111","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","They don't know the pizza stand is around the corner""","Ku_f=0"
"t011101","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","They wanted to take the long route because they are sporty","C=1"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They don't know the hot dog stand is around the corner""","Ku_f=0"
"t001100","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","They go to the pizza stand because it's their favourite","P=0"
"t010110","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","They go to the hot dog stand because it's closer.","Su=1"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They go to the pizza stand because it's closer.","Su=0"
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","They go to the hot dog stand because it's their favorite.","P=1"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","he doesn't like pizza","P=1"
"t011001","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","he took the long way round because is active","C=1"
"t001000","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","too hungry from exercise and went to the first place with food","Pu_p=1"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","he's lazy so took the shortest route to food even though he knew there is a hot dog stand","C=0"
"t000011","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","he preferred hot dog over pizza","P=1"
"t111111","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","he took the long route because he prefers hot dogs and may have went for a run before getting food","P=1"
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","Probably went to the first place that sold hot dogs and it happen to be the short route","Ku_f=0"
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","he may have missed the hot dog stand","br_p=1"
"t011010","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","Better hot dogs than sports.","P=1"
"t000100","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","His laziness may have made him eat the first thing he found.","C=0"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He left his laziness aside and walked a little further to eat hot dogs.","Cu=1"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","This guy doesn't like hot dogs.","P=0"
"t001001","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","He is a good sportsman.","C=1"
"t000001","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They wanted to take the long route because they are sporty","C=1"
"t111101","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","They wanted to take the long route because they are sporty","C=1"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","They go to the hot dog stand because it's their favorite.","P=1"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","They go to the hot dog stand because it's their favorite.","P=1"
"t001110","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","They go to the hot dog stand because it's their favorite.","P=1"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","They wanted to take the long route because they are sporty","C=1"
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","They don't know the Hot dogs stand is around the corner""","Ku_f=0"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They go to the pizza stand because it's closer.","Su=0"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They don't like pizza much, so despite being able to see the pizza stand they went the other way. They see the hotdog stand but it didn't look clean or it was too expensive, so they carried on abck round to the pizza stand regretably","br_f=0"
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","They decided to take the long route being sporty, then saw the hot dog stand so stopped for a bite to eat","C=1"
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","They know the area, so knew where the hotdog stand would be. They went there, taking he long route because theyre sporty","C=1"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They knew the hot dog stand was there but because they are lazy they just went to he pizza place because it was closer","C=0"
"t010110","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","It;s a similar distance to each stand, they must like hotdogs more than pizza","P=1"
"t011101","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","Drew knew the pizza stand was there and always inteded to go there. They just took the long route as they're sporty","C=1"
"t001100","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","Brooklyn is sporty and saw the hot dog stand, they decided to take the long route to the hotdog stand but on the way they saw the pizza stand. They preferred pizza so stopped to eat","Pu_f=0"
"t000111","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","He saw the hot dog stand, didn't want them because he doesn't really like them. On the way around he came across pizza, but hates it more, so carried on to the hot dog stand regretably","P=1"
"t000010","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","He might have asked someone for the direction.","Ku_p=1"
"t011000","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","He went there himself because he knew the area and moreover he was just a few distance away from the pizza truck.","K=1"
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","He muct have have been walking round the blocks searching for food trucks.","K=0"
"t111110","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","Because he knew the area well, he walked to the location of the hot dogs truck.","K=1"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He must have gone visiting or doing something else at the other direction.","br_p=1"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn must have wanted to just go for a walk and on his way, go to the hot dog truck.","Cu=1"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","He must have decided not to come through the shorter route.","br_p=1"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","As he did not know where the hot dogs truck was, he must have decided to walk round searching for one.","K=0"
"t000010","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","They don't know the pizza stand is around the corner""","Ku_f=0"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","They don't know the Hot dogs stand is around the corner""","Ku_f=0"
"t111110","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","They go to the hot dog stand because it's their favorite.","P=1"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","They wanted to take the long route because they are sporty","C=1"
